T-Rex,LivingBeing,Dinosaurces,0,
Ballerina,LivingBeing,Dancing,0,
Wizard,LivingBeing,Magic,0,
Astronaut,LivingBeing,Space,0,
Lightning McQueen,LivingBeing,Cars,0,
Artist,LivingBeing,Drawing,0,
Lego Man,LivingBeing,Builging Blocks,0,
Lion,LivingBeing,Animals,0,
Popstar,LivingBeing,Singing,0,
Indiana Jones,LivingBeing,Adventures,0,
Mario,LivingBeing,Videogames,0,
Mad Scientist,LivingBeing,Experiments,0,
Gummy Bear,LivingBeing,Candy,0,
Butterfly,LivingBeing,Nature,0,
Scientist,LivingBeing,Science,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dancing,0,
,,Dancing,0,
,,Magic,0,
,,Magic,0,
,,Space,0,
,,Space,0,
,,Space,0,
,,Space,0,
,,Cars,0,
,,Cars,0,
,,Drawing,0,
,,Drawing,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Animals,0,
,,Animals,0,
,,Singing,0,
,,Singing,0,
,,Singing,0,
,,Singing,0,
,,Adventures,0,
,,Adventures,0,
,,Videogames,0,
,,Videogames,0,
,,Experiments,0,
,,Experiments,0,
,,Candy,0,
,,Candy,0,
,,Nature,0,
,,Nature,0,
,,Science,0,
,,Science,0,
,,Cartoon monsters,0,
,,Dinosaurces,0,
,,Dancing,0,
,,Magic,0,
,,Space,0,
,,Cars,0,
,,Drawing,0,
,,Builging Blocks,0,
,,Singing,0,
,,Videogames,0,
,,Experiments,0,
,,Candy,0,
,,Nature,0,
,,Science,0,
,,Space,0,
,,Cars,0,
,,Drawing,0,
,,Builging Blocks,0,
,,Animals,0,
,,Singing,0,
,,Cartoon monsters,0,
,,Dinosaurces,0,
,,Dancing,0,
,,Magic,0,
,,Space,0,
,,Drawing,0,
,,Builging Blocks,0,
,,Animals,0,
,,Singing,0,
,,Adventures,0,
,,Experiments,0,
,,Candy,0,
,,Nature,0,
,,Science,0,
,,Cartoon monsters,0,
,,Dinosaurces,0,
,,Dancing,0,
,,Magic,0,
,,Space,0,
,,Cars,0,
,,Drawing,0,
,,Builging Blocks,0,
,,Animals,0,
,,Singing,0,
,,Adventures,0,
,,Videogames,0,
,,Experiments,0,
,,Candy,0,
,,Nature,0,
,,Science,0,
Mouse,WordsStartingWithLetters,,0,M
Monkey,WordsStartingWithLetters,,0,M
Worm,WordsStartingWithLetters,,0,W
Whale,WordsStartingWithLetters,,0,W
Wheel,WordsStartingWithLetters,,0,W
Water,WordsStartingWithLetters,,0,W
Ball,WordsStartingWithLetters,,0,B
Bear,WordsStartingWithLetters,,0,B
Bird,WordsStartingWithLetters,,0,B
Bottle,WordsStartingWithLetters,,0,B
Duck,WordsStartingWithLetters,,0,D
Dog,WordsStartingWithLetters,,0,D
Doll,WordsStartingWithLetters,,0,D
Dad,WordsStartingWithLetters,,0,D
Hat,WordsStartingWithLetters,,0,H
Hand,WordsStartingWithLetters,,0,H
Heart,WordsStartingWithLetters,,0,H
House,WordsStartingWithLetters,,0,H
Nap,WordsStartingWithLetters,,0,N
Nose,WordsStartingWithLetters,,0,N
Nut,WordsStartingWithLetters,,0,N
Nest,WordsStartingWithLetters,,0,N
Moon,WordsStartingWithLetters,,0,M
Mama,WordsStartingWithLetters,,0,M
Napkin,WordsStartingWithLetters,,0,N
Noodle,WordsStartingWithLetters,,0,N
Puppy,WordsStartingWithLetters,,0,P
Piglet,WordsStartingWithLetters,,0,P
Puddle,WordsStartingWithLetters,,0,P
Pacifier,WordsStartingWithLetters,,0,P
Quack,WordsStartingWithLetters,,0,Q
Queen,WordsStartingWithLetters,,0,Q
Quiet,WordsStartingWithLetters,,0,Q
Inch,WordsStartingWithLetters,,0,I
Igloo,WordsStartingWithLetters,,0,I
Insect,WordsStartingWithLetters,,0,I
Iceberg,WordsStartingWithLetters,,0,I
Juice,WordsStartingWithLetters,,0,J
Jacket,WordsStartingWithLetters,,0,J
Jelly,WordsStartingWithLetters,,0,J
Jingle,WordsStartingWithLetters,,0,J
Fish,WordsStartingWithLetters,,0,F
Frog,WordsStartingWithLetters,,0,F
Flower,WordsStartingWithLetters,,0,F
Feather,WordsStartingWithLetters,,0,F
Toy,WordsStartingWithLetters,,0,T
Teddy,WordsStartingWithLetters,,0,T
Tummy,WordsStartingWithLetters,,0,T
Toddler,WordsStartingWithLetters,,0,T
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dancing,0,
,,Dancing,0,
,,Dancing,0,
,,Dancing,0,
,,Dancing,0,
,,Dancing,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Space,0,
,,Space,0,
,,Space,0,
,,Space,0,
,,Space,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Singing,0,
,,Singing,0,
,,Singing,0,
,,Singing,0,
,,Singing,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dancing,0,
,,Dancing,0,
,,Dancing,0,
,,Dancing,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Space,0,
,,Space,0,
,,Space,0,
,,Space,0,
,,Space,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Singing,0,
,,Singing,0,
,,Singing,0,
,,Singing,0,
,,Singing,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Cartoon monsters,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dinosaurces,0,
,,Dancing,0,
,,Dancing,0,
,,Dancing,0,
,,Dancing,0,
,,Dancing,0,
,,Dancing,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Magic,0,
,,Space,0,
,,Space,0,
,,Space,0,
,,Space,0,
,,Space,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Cars,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Drawing,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Builging Blocks,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Animals,0,
,,Singing,0,
,,Singing,0,
,,Singing,0,
,,Singing,0,
,,Singing,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Adventures,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Videogames,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Experiments,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Candy,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Nature,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Science,0,
,,Science,0,
Cat,CVC,,0,
Dog,CVC,,0,
Hat,CVC,,0,
Box,CVC,,0,
Bat,CVC,,0,
Mat,CVC,,0,
Rug,CVC,,0,
Bus,CVC,,0,
Mug,CVC,,0,
Lip,CVC,,0,
Net,CVC,,0,
Pot,CVC,,0,
Sun,CVC,,0,
Fan,CVC,,0,
Doc,CVC,,0,
Jar,CVC,,0,
Pig,CVC,,0,
Fix,CVC,,0,
Zoo,CVC,,0,
Leg,CVC,,0,
Ten,CVC,,0,
Vet,CVC,,0,
Wag,CVC,,0,
Bed,CVC,,0,
Pen,CVC,,0,
Fox,CVC,,0,
Car,CVC,,0,
Jam,CVC,,0,
Hen,CVC,,0,
Bug,CVC,,0,
Cap,CVC,,0,
Wig,CVC,,0,
Van,CVC,,0,
Bun,CVC,,0,
Zip,CVC,,0,
Jug,CVC,,0,
Ant,CVC,,0,
Map,CVC,,0,
Hut,CVC,,0,
Lid,CVC,,0,
Fog,CVC,,0,
Nut,CVC,,0,
Rat,CVC,,0,
Gum,CVC,,0,
Log,CVC,,0,
Jet,CVC,,0,
Bin,CVC,,0,
Kit,CVC,,0,
Cup,CVC,,0,
Frog,CCVC,,0,
Drum,CCVC,,0,
Flag,CCVC,,0,
Tree,CCVC,,0,
Crab,CCVC,,0,
Slip,CCVC,,0,
Plug,CCVC,,0,
Duck,CCVC,,0,
Star,CCVC,,0,
Step,CCVC,,0,
Spin,CCVC,,0,
Spot,CCVC,,0,
Stop,CCVC,,0,
Swim,CCVC,,0,
Drop,CCVC,,0,
Clap,CCVC,,0,
Mask,CCVC,,0,
Swing,CCVC,,0,
Crowd,CCVC,,0,
Brick,CCVC,,0,
Clown,CCVC,,0,
Shop,CCVC,,0,
Trap,CCVC,,0,
Plant,CCVC,,0,
Glow,CCVC,,0,
Clip,CCVC,,0,
Skid,CCVC,,0,
Plan,CCVC,,0,
Snug,CCVC,,0,
Truck,CCVC,,0,
Stick,CCVC,,0,
Grass,CCVC,,0,
Brush,CCVC,,0,
Club,CCVC,,0,
Frisk,CCVC,,0,
Crop,CCVC,,0,
Desk,CCVC,,0,
Flip,CCVC,,0,
Trip,CCVC,,0,
Skirt,CCVC,,0,
Claw,CCVC,,0,
Snow,CCVC,,0,
Blend,CCVC,,0,
Grip,CCVC,,0,
Skin,CCVC,,0,
Blow,CCVC,,0,
Duck,CVCC,,0,
Milk,CVCC,,0,
Hand,CVCC,,0,
Ball,CVCC,,0,
Lamp,CVCC,,0,
Sock,CVCC,,0,
Jump,CVCC,,0,
Fish,CVCC,,0,
Bell,CVCC,,0,
Rock,CVCC,,0,
Pink,CVCC,,0,
Sand,CVCC,,0,
Desk,CVCC,,0,
Tent,CVCC,,0,
Corn,CVCC,,0,
Wolf,CVCC,,0,
Bush,CVCC,,0,
Pond,CVCC,,0,
Bird,CVCC,,0,
Club,CVCC,,0,
Frog,CVCC,,0,
Hill,CVCC,,0,
Ink,CVCC,,0,
Ship,CVCC,,0,
List,CVCC,,0,
Sink,CVCC,,0,
Fast,CVCC,,0,
Bank,CVCC,,0,
Soft,CVCC,,0,
Lock,CVCC,,0,
Neck,CVCC,,0,
Belt,CVCC,,0,
Mint,CVCC,,0,
Lost,CVCC,,0,
Bark,CVCC,,0,
Wind,CVCC,,0,
Fork,CVCC,,0,
Land,CVCC,,0,
Moss,CVCC,,0,
Card,CVCC,,0,
Crab,CVCC,,0,
Flag,CVCC,,0,
Mask,CVCC,,0,
Hold,CVCC,,0,
Farm,CVCC,,0,
Path,CVCC,,0,
Truck,CVCC,,0,
Ring,CVCC,,0,
Drum,CVCC,,0,
Bold,CVCC,,0,
Tusk,CVCC,,0,
Nest,CVCC,,0,
Park,CVCC,,0,
Hunt,CVCC,,0,
Risk,CVCC,,0,
Camp,CVCC,,0,
Luck,CVCC,,0,
Gift,CVCC,,0,
Kick,CVCC,,0,
Plant,CVCC,,0,
Trust,CVCC,,0,
Cake,CVCe,,0,
Game,CVCe,,0,
Bike,CVCe,,0,
Kite,CVCe,,0,
Home,CVCe,,0,
Mule,CVCe,,0,
Hike,CVCe,,0,
Tune,CVCe,,0,
Cube,CVCe,,0,
Nose,CVCe,,0,
Rose,CVCe,,0,
Date,CVCe,,0,
Bone,CVCe,,0,
Face,CVCe,,0,
Rope,CVCe,,0,
Dove,CVCe,,0,
Cane,CVCe,,0,
Hope,CVCe,,0,
Jade,CVCe,,0,
Rake,CVCe,,0,
Lime,CVCe,,0,
Nine,CVCe,,0,
Cape,CVCe,,0,
Mice,CVCe,,0,
Gate,CVCe,,0,
Dime,CVCe,,0,
Hose,CVCe,,0,
Lake,CVCe,,0,
Pine,CVCe,,0,
Tube,CVCe,,0,
Vine,CVCe,,0,
Wave,CVCe,,0,
Zone,CVCe,,0,
Page,CVCe,,0,
Ripe,CVCe,,0,
Time,CVCe,,0,
Vase,CVCe,,0,
Lone,CVCe,,0,
Ride,CVCe,,0,
Gaze,CVCe,,0,
Wipe,CVCe,,0,
Joke,CVCe,,0,
File,CVCe,,0,
Dune,CVCe,,0,
Robe,CVCe,,0,
Knife,CVCe,,0,
Grave,CVCe,,0,
Pole,CVCe,,0,
Fume,CVCe,,0,
Gene,CVCe,,0,
Mane,CVCe,,0,
Cone,CVCe,,0,
Lane,CVCe,,0,
Duke,CVCe,,0,
Life,CVCe,,0,
Side,CVCe,,0,
Lobe,CVCe,,0,
Hive,CVCe,,0,
Fame,CVCe,,0,
Sale,CVCe,,0,
Boat,Diphthong,,0,
Coin,Diphthong,,0,
Bait,Diphthong,,0,
House,Diphthong,,0,
Mouse,Diphthong,,0,
Juice,Diphthong,,0,
Toy,Diphthong,,0,
Boy,Diphthong,,0,
Egg,Diphthong,,0,
Bear,Diphthong,,0,
Hair,Diphthong,,0,
Chair,Diphthong,,0,
Rain,Diphthong,,0,
Cloud,Diphthong,,0,
Train,Diphthong,,0,
Goat,Diphthong,,0,
Towel,Diphthong,,0,
Cake,Diphthong,,0,
Joy,Diphthong,,0,
Snow,Diphthong,,0,
Foil,Diphthong,,0,
Nose,Diphthong,,0,
Poem,Diphthong,,0,
Coat,Diphthong,,0,
Rope,Diphthong,,0,
Soap,Diphthong,,0,
Bird,Diphthong,,0,
Meal,Diphthong,,0,
Goal,Diphthong,,0,
Sea,Diphthong,,0,
Sheep,Digraph,,0,
Chair,Digraph,,0,
Whale,Digraph,,0,
Ghost,Digraph,,0,
Chain,Digraph,,0,
Shower,Digraph,,0,
Shoe,Digraph,,0,
Phone,Digraph,,0,
Chalk,Digraph,,0,
Thumb,Digraph,,0,
Tooth,Digraph,,0,
Peach,Digraph,,0,
Graph,Digraph,,0,
Cheese,Digraph,,0,
Cherry,Digraph,,0,
Thread,Digraph,,0,
Thief,Digraph,,0,
Wheat,Digraph,,0,
Phase,Digraph,,0,
Shell,Digraph,,0,
Cheek,Digraph,,0,
Throat,Digraph,,0,
Photograph,Digraph,,0,
Dolphin,Digraph,,0,
Elephant,Digraph,,0,
Rhino,Digraph,,0,
Sphere,Digraph,,0,
Whisk,Digraph,,0,
Light,Digraph,,0,
Flight,Digraph,,0,
Milk,WordsStartingWithLetters,,0,M
Quick,WordsStartingWithLetters,,0,Q
Peach,WordsStartingWithLetters,,0,P
Panda,WordsStartingWithLetters,,0,P
Penny,WordsStartingWithLetters,,0,P
Plant,WordsStartingWithLetters,,0,P
Plate,WordsStartingWithLetters,,0,P
Quilt,WordsStartingWithLetters,,0,Q
Quiz,WordsStartingWithLetters,,0,Q
Quail,WordsStartingWithLetters,,0,Q
Quad,WordsStartingWithLetters,,0,Q
Quartz,WordsStartingWithLetters,,0,Q
Map,WordsStartingWithLetters,,0,M
Mug,WordsStartingWithLetters,,0,M
Mat,WordsStartingWithLetters,,0,M
Mop,WordsStartingWithLetters,,0,M
Mint,WordsStartingWithLetters,,0,M
Notch,WordsStartingWithLetters,,0,N
Nanny,WordsStartingWithLetters,,0,N
Nickel,WordsStartingWithLetters,,0,N
Bee,WordsStartingWithLetters,,0,B
Book,WordsStartingWithLetters,,0,B
Brick,WordsStartingWithLetters,,0,B
Boat,WordsStartingWithLetters,,0,B
Bus,WordsStartingWithLetters,,0,B
Dress,WordsStartingWithLetters,,0,D
Drum,WordsStartingWithLetters,,0,D
Deer,WordsStartingWithLetters,,0,D
Donut,WordsStartingWithLetters,,0,D
Desk,WordsStartingWithLetters,,0,D
Horn,WordsStartingWithLetters,,0,H
Hive,WordsStartingWithLetters,,0,H
Herb,WordsStartingWithLetters,,0,H
Hill,WordsStartingWithLetters,,0,H
Hare,WordsStartingWithLetters,,0,H
Ink,WordsStartingWithLetters,,0,I
Iris,WordsStartingWithLetters,,0,I
Iron,WordsStartingWithLetters,,0,I
Idol,WordsStartingWithLetters,,0,I
Image,WordsStartingWithLetters,,0,I
Jam,WordsStartingWithLetters,,0,J
Jar,WordsStartingWithLetters,,0,J
Jet,WordsStartingWithLetters,,0,J
Jig,WordsStartingWithLetters,,0,J
Jeep,WordsStartingWithLetters,,0,J
Fox,WordsStartingWithLetters,,0,F
Fan,WordsStartingWithLetters,,0,F
Flag,WordsStartingWithLetters,,0,F
Fork,WordsStartingWithLetters,,0,F
Foot,WordsStartingWithLetters,,0,F
Tiger,WordsStartingWithLetters,,0,T
Tree,WordsStartingWithLetters,,0,T
Tub,WordsStartingWithLetters,,0,T
Towel,WordsStartingWithLetters,,0,T
Top,WordsStartingWithLetters,,0,T
Wagon,WordsStartingWithLetters,,0,W
Watch,WordsStartingWithLetters,,0,W
Witch,WordsStartingWithLetters,,0,W
Wind,WordsStartingWithLetters,,0,W
Wife,WordsStartingWithLetters,,0,W
